turns,white_rating,black_rating,rank_diff,opening_code,winner
94,1500,1500,0,C00,Black
103,1500,1500,0,E32,Draw
17,1564,1500,64,C46,White
39,1569,1772,-203,C46,Black
138,1539,1559,-20,D20,Black
65,1693,1661,32,B06,White
69,1679,1785,-106,D01,White
116,1799,1665,134,C00,Black
75,1636,1677,-41,D00,White
57,1686,1723,-37,A40,Black
49,1713,1696,17,B01,White
78,1707,1702,5,E80,Black
12,1288,1674,-386,B20,White
38,1674,1748,-74,A04,Black
67,2340,1874,466,B06,White
55,1874,2103,-229,C42,White
70,1901,1861,40,B06,Black
43,2065,1861,204,B06,White
59,1852,1781,71,A40,White
47,1852,1758,94,D00,White
10,1758,1852,-94,A84,Black
103,1572,1680,-108,B20,White
53,1672,1574,98,B01,White
63,1661,1630,31,C00,White
38,1500,1654,-154,B50,Black
28,1160,1166,-6,C50,Black
35,1174,1385,-211,D06,Black
115,1154,1195,-41,C44,White
51,2344,2150,194,E20,White
49,2150,2501,-351,E30,Draw
64,2401,2150,251,B33,Black
57,2150,2406,-256,E70,Draw
38,1500,2150,-650,B56,Draw
69,2447,2150,297,E10,White
40,2621,2150,471,C43,Black
137,1500,2150,-650,C50,Draw
82,2216,2150,66,B33,Black
40,2216,2150,66,A45,Black
58,2621,2150,471,A06,Black
59,2406,2150,256,A70,White
69,2398,2139,259,C53,Draw
48,1384,2139,-755,C77,Black
69,2139,1384,755,D50,White
42,2621,2139,482,C59,Black
27,2046,1929,117,B01,Black
115,1594,1525,69,B01,White
42,1475,1586,-111,C22,Black
73,1577,1484,93,C41,White
1,2403,1746,657,B00,White
5,2454,1746,708,C00,White
2,1586,1333,253,D00,Black
53,1639,1596,43,E00,White
57,1598,1940,-342,B22,Black
39,2061,1598,463,D07,White
50,1612,1529,83,C65,Black
55,1698,1621,77,C45,White
35,1619,1188,431,B01,White
104,1599,1608,-9,C40,Black
83,1608,2621,-1013,B22,White
131,2145,2251,-106,A13,Draw
120,2039,2102,-63,A22,Black
47,2092,2048,44,B33,White
48,2109,1966,143,B70,Black
52,1866,2104,-238,C55,Black
83,2117,2087,30,B01,Black
107,2113,1838,275,C42,White
39,2104,1980,124,C06,White
64,1988,2095,-107,C45,Black
42,1872,2089,-217,C50,Black
145,2083,1876,207,C00,White
48,1775,2079,-304,C21,Black
43,2077,1694,383,B01,White
62,1628,2075,-447,C55,Black
32,2244,2082,162,D00,White
83,2080,1639,441,C62,White
70,2100,1827,273,C40,Black
58,1702,2098,-396,C50,Black
52,2111,2084,27,C70,Black
182,1746,2108,-362,C50,Black
56,1527,2108,-581,A00,Black
48,2126,1906,220,B21,Black
54,1917,2121,-204,C33,Black
66,1687,2119,-432,D51,Black
64,1170,1662,-492,B01,Black
51,1261,1237,24,A00,White
71,1100,1306,-206,A04,White
49,1590,1100,490,C41,White
34,1100,1590,-490,A06,Black
88,1302,875,427,C20,Black
11,1234,1335,-101,D02,Draw
11,1522,1500,22,C42,White
7,1542,1535,7,A00,Draw
122,1340,1542,-202,C50,Black
19,1334,1550,-216,C50,Draw
123,1314,1571,-257,C50,White
25,1566,1319,247,C50,White
22,1324,1560,-236,C50,Black
79,1554,1329,225,A40,White
105,1548,1335,213,C40,White
22,1341,1542,-201,C50,Black
84,1258,1561,-303,C23,White
44,1347,1554,-207,A00,Black
15,1554,849,705,C20,White
23,1552,1075,477,C40,White
50,1196,1549,-353,B06,Black
81,1545,1199,346,C40,White
46,1202,1542,-340,C20,Black
71,1540,1091,449,B01,White
64,1351,1533,-182,C20,Black
68,2166,2318,-152,B12,Black
93,2308,2173,135,B53,White
74,2180,2298,-118,B12,Black
90,2403,2014,389,C14,Black
63,1968,1626,342,C65,White
65,1637,1640,-3,B27,Black
17,1630,1649,-19,D06,White
37,1643,1466,177,B90,White
55,1590,1656,-66,C45,White
73,1671,1560,111,B10,Black
35,1658,1683,-25,C34,White
145,1670,1716,-46,C57,White
56,1145,1669,-524,D00,Black
39,1655,1733,-78,C57,White
146,1659,1979,-320,A40,Black
99,1650,1563,87,D02,White
57,1579,1641,-62,C45,Black
110,1649,1761,-112,C00,Black
51,1791,1633,158,C45,Black
94,1569,1624,-55,A00,Black
45,1613,1593,20,C55,White
33,1523,1605,-82,D02,Black
54,1792,1588,204,C46,Black
66,1600,1584,16,C54,Black
93,1589,1563,26,B02,White
79,1593,1885,-292,B90,Black
78,1587,1582,5,A00,Black
44,1592,1628,-36,C00,Black
77,1185,1179,6,C00,White
117,1153,1185,-32,B50,Draw
44,1196,1264,-68,D00,Black
39,1186,1098,88,D00,White
53,1459,1191,268,B50,White
73,1146,1158,-12,B52,Black
61,1332,1167,165,D11,White
49,1160,946,214,D00,White
10,1024,1160,-136,A06,Black
38,1160,1217,-57,D20,Black
24,1166,1422,-256,D20,Black
45,1473,1170,303,A45,White
50,1191,1146,45,A00,White
47,1146,984,162,A04,Black
16,1081,1133,-52,B01,Black
46,1151,1118,33,C40,Black
71,1133,1161,-28,C41,White
63,952,1159,-207,B20,White
49,1194,1175,19,B23,White
7,1227,1192,35,B20,White
49,1217,1210,7,A45,White
134,1228,1262,-34,B01,Black
18,1244,1263,-19,C42,Black
99,1229,1133,96,C57,White
131,1334,1246,88,B54,White
60,1269,1269,0,B01,Black
104,1393,1234,159,E61,Black
44,1214,1594,-380,C41,Black
58,1214,2621,-1407,B56,Black
41,1793,1216,577,C01,White
154,1224,1530,-306,B27,Black
56,1226,1848,-622,C46,Black
49,2191,1174,1017,C10,White
57,1139,1221,-82,D20,White
111,1503,1146,357,A45,White
46,1156,1111,45,C02,Black
70,1136,1227,-91,B01,Black
75,1212,1169,43,C41,White
41,1353,1192,161,C00,White
32,1237,1237,0,C50,Black
86,1285,1309,-24,C40,Black
27,1220,1252,-32,D02,White
51,1313,1285,28,C01,White
28,1197,1197,0,C02,Black
89,1323,1310,13,B01,White
33,1500,1471,29,C62,Black
50,1913,1147,766,A00,White
24,1147,1913,-766,C50,Black
86,1670,2621,-951,B56,Black
74,1670,2621,-951,B56,Black
72,1730,1656,74,A00,Black
92,1662,1844,-182,C41,Black
48,1440,1647,-207,C20,Black
73,1655,1762,-107,B00,Black
66,1636,1939,-303,C55,White
122,1366,1644,-278,D01,Draw
124,1656,1612,44,B32,Black
70,1549,1648,-99,D00,Black
39,1641,1488,153,B54,White
39,1428,1659,-231,C68,White
110,1632,1648,-16,D00,Black
52,1643,1457,186,C50,White
87,1582,1656,-74,C23,White
50,1651,1437,214,C55,White
63,1646,1436,210,C50,White
121,1632,1692,-60,B00,White
36,1653,1624,29,D10,White
82,1638,1552,86,C55,Black
128,1610,1627,-17,C70,Black
57,1616,1586,30,C50,White
61,1607,1542,65,B40,White
75,1616,1618,-2,C44,White
64,1491,1624,-133,C23,Black
60,1573,1614,-41,C46,Black
93,1462,1631,-169,C21,White
44,1638,1413,225,B13,Draw
92,1178,1636,-458,C53,Black
92,1649,1597,52,B06,Black
95,1639,1588,51,C42,White
56,1630,1560,70,B33,White
32,1477,1622,-145,C50,Black
89,1601,1998,-397,C50,White
77,2135,1602,533,A02,White
31,1584,1786,-202,B34,White
59,1844,1589,255,D10,White
138,1579,1986,-407,C55,Draw
26,1446,1572,-126,D10,Black
92,1881,1935,-54,B30,Black
60,2011,1865,146,D02,Black
60,1875,1921,-46,C42,Black
70,1924,1861,63,D02,Black
75,2310,1861,449,A00,Draw
24,1875,1809,66,C00,Black
62,1342,1874,-532,A00,Black
39,1495,1896,-401,D06,White
52,1905,2022,-117,B40,Black
125,1804,1895,-91,C00,Black
34,1899,2207,-308,C00,Black
32,2005,1908,97,B10,White
48,1688,1899,-211,D37,Black
61,1899,2061,-162,B06,White
106,2137,1899,238,A00,Black
54,2449,1899,550,A00,Black
68,1932,1886,46,B21,Black
137,1908,1898,10,C41,White
59,1897,1303,594,B02,White
85,1524,1906,-382,A40,Draw
103,2387,1906,481,D30,White
32,2387,1906,481,A40,White
113,1898,1790,108,C26,White
46,1907,1983,-76,C20,Black
52,1516,1905,-389,A41,Black
146,1977,1816,161,A30,Black
104,1716,1972,-256,B76,Black
97,1963,1857,106,A11,White
55,1953,1894,59,A10,White
84,1753,1947,-194,B27,Black
60,1912,1936,-24,A00,Black
57,1925,1880,45,A15,White
72,1629,1921,-292,B36,Black
69,1917,1621,296,A20,White
147,1904,1902,2,A36,White
86,1573,1901,-328,A34,Black
149,1894,1717,177,B23,White
37,1911,1894,17,A02,Draw
41,1286,1893,-607,B21,Black
60,1898,2125,-227,A16,Black
138,1904,2122,-218,A20,Black
111,1929,1916,13,B27,White
107,1903,1914,-11,A15,White
28,1919,1889,30,B39,Black
64,1403,1887,-484,A43,Black
139,1736,1893,-157,A43,Draw
82,1906,1890,16,A10,Black
78,1434,1912,-478,A04,Black
71,1919,1682,237,A01,Draw
23,1594,1942,-348,B22,White
45,1979,1954,25,B27,White
117,1947,1771,176,A15,White
111,2195,1952,243,A04,White
149,1937,1975,-38,A15,White
94,1949,1986,-37,A10,Black
47,1948,1397,551,C41,White
115,1690,1970,-280,B27,White
97,1969,1320,649,A20,White
31,1500,1500,0,C41,White
16,1430,1311,119,C41,Black
44,1443,1381,62,D20,Black
54,1454,1421,33,D30,Black
43,1444,1465,-21,A00,White
34,1387,1457,-70,E90,Black
122,1417,1447,-30,D00,Black
51,1436,1439,-3,D46,White
62,1455,1081,374,C57,Black
30,1318,1448,-130,C57,Black
79,1437,1446,-9,B15,White
32,1448,1436,12,D02,Black
78,1308,1441,-133,C26,Black
99,1500,2621,-1121,A45,White
23,2350,1500,850,B25,White
28,2217,1500,717,C55,Black
42,1719,1679,40,D35,White
42,1689,1670,19,B32,Black
59,1672,1701,-29,B21,White
80,1695,1923,-228,B94,Black
31,1706,1698,8,B30,Black
107,1687,1717,-30,D30,White
18,1728,1723,5,B40,Black
72,1648,1719,-71,B30,Black
45,1719,1765,-46,C41,White
66,1648,1710,-62,D02,Black
93,1696,1722,-26,D00,White
90,1732,1768,-36,C45,Black
23,1833,1740,93,C55,White
118,1433,1737,-304,D00,Black
103,1729,2008,-279,B32,Draw
23,1722,1605,117,B32,White
91,1713,1659,54,C55,White
56,1605,1698,-93,A00,Black
71,1690,1613,77,C00,White
48,1622,1681,-59,A00,Black
80,1702,1681,21,C46,Black
33,1568,1696,-128,B32,White
84,1707,1699,8,C00,Black
51,1453,1724,-271,C55,White
47,1735,1733,2,C60,Black
74,1744,1801,-57,B43,Black
77,1854,1730,124,C45,Black
54,1705,1719,-14,C62,Black
75,1709,1716,-7,B00,White
89,1694,1825,-131,C41,White
62,1651,1684,-33,C20,Black
49,1706,1695,11,B20,White
67,1683,1717,-34,C41,White
73,1707,1693,14,D00,White
43,1758,1702,56,D02,White
70,1713,1709,4,B38,Black
28,1724,1734,-10,B32,Black
16,1730,1882,-152,B30,Black
53,1601,1510,91,C00,White
21,1615,1518,97,C00,White
40,1504,1623,-119,C41,White
54,1516,1454,62,B00,Black
36,1509,1505,4,A00,Black
60,1325,1499,-174,A40,Black
35,1494,1313,181,C00,White
54,1506,1452,54,C40,Black
34,1554,1494,60,C00,Black
64,1488,1309,179,C65,White
37,1501,1421,80,C53,Black
51,1473,1513,-40,C00,White
3,1314,1513,-199,C00,White
135,1655,1509,146,C00,Draw
99,1492,1691,-199,C70,White
65,1447,1505,-58,A40,White
43,1495,1474,21,C60,White
80,1503,1570,-67,B00,Black
51,1497,1351,146,C41,White
100,1555,1484,71,A04,Black
44,1489,1473,16,A00,Black
77,1469,1604,-135,C62,Draw
66,1370,1461,-91,A40,Black
120,1502,1448,54,A00,Black
94,1435,1515,-80,C00,White
51,1506,1444,62,A00,White
127,1431,1520,-89,C40,White
96,1511,1439,72,A40,White
78,1512,2085,-573,E90,Black
88,1507,2084,-577,B82,Black
113,2082,1509,573,C69,White
21,2069,2030,39,B21,White
20,2043,2104,-61,A22,Black
60,2063,2010,53,A18,Black
57,1970,2087,-117,A80,White
57,2077,1899,178,A18,White
52,1780,2015,-235,C00,Black
152,1793,2015,-222,E77,Black
18,2015,1793,222,B33,Black
120,1793,2015,-222,E61,Black
105,2015,1793,222,A40,White
39,2524,1500,1024,C45,Draw
18,1527,1882,-355,C20,Black
4,1527,1882,-355,A02,Black
54,1500,1901,-401,D10,Black
4,1533,1897,-364,A02,Black
5,1894,1539,355,A00,White
26,1545,1890,-345,C20,Black
4,1552,1887,-335,A02,Black
115,1923,1887,36,D00,Draw
26,1634,1821,-187,B01,Black
66,1773,1821,-48,B01,Black
108,1821,1842,-21,B90,Black
154,1512,1821,-309,D04,Black
21,1821,1832,-11,B13,White
48,1832,1821,11,B12,Black
89,1821,1832,-11,B12,Draw
31,1832,1821,11,B12,White
66,1500,1821,-321,D00,Black
80,1821,1820,1,B01,White
62,1500,1821,-321,B13,White
120,1877,1821,56,B13,Black
38,1902,1830,72,B11,White
61,1830,1311,519,C45,White
28,1824,1830,-6,B10,Black
99,1548,1842,-294,B12,White
49,1858,1730,128,C00,Black
44,1891,1845,46,B01,Black
55,1876,1856,20,B01,White
92,1867,1883,-16,C45,Black
27,1864,1449,415,B01,White
98,1922,1851,71,D10,Black
24,1861,1899,-38,B10,Black
4,1527,1861,-334,A02,Black
16,1878,1698,180,B01,Black
85,1878,1906,-28,B87,White
70,1660,1873,-213,B01,Black
36,1707,1873,-166,B01,Black
124,1806,1875,-69,D12,Draw
61,1864,1842,22,B30,White
66,1853,1853,0,B01,Black
20,1882,1840,42,B01,Black
49,1832,1696,136,B07,White
42,1704,1824,-120,A20,Black
47,1427,1444,-17,C70,White
25,1354,1406,-52,B54,Black
61,1437,1431,6,B07,White
49,1411,1372,39,C40,White
57,1428,1441,-13,C50,White
58,1383,1412,-29,C20,Black
30,1528,1500,28,D00,Black
12,1543,1426,117,A41,Black
34,1434,1535,-101,E61,Black
81,1526,1442,84,D00,White
107,1505,1898,-393,D00,White
17,1895,1507,388,E61,White
78,1451,1497,-46,A45,Black
42,1460,1487,-27,A45,Black
6,1459,1488,-29,A45,Draw
61,1447,1501,-54,A00,White
50,1457,1491,-34,B12,Black
88,1467,1479,-12,A45,Black
9,1785,1483,302,A00,White
26,1487,1781,-294,A40,Black
47,1491,1749,-258,A40,Black
5,1482,1403,79,D00,White
37,1218,1490,-272,A03,Draw
109,1528,1500,28,B10,White
59,1505,1732,-227,A40,Black
46,1500,1505,-5,B12,Black
50,1436,1495,-59,A04,Black
40,1499,1800,-301,A45,Black
53,1855,1502,353,B12,White
15,1502,1530,-28,D00,White
52,1502,1473,29,A40,White
32,1502,1467,35,A40,Black
99,1803,1502,301,B10,White
19,1697,1502,195,E77,White
89,1493,1416,77,A41,White
71,1130,1048,82,C68,White
43,994,1091,-97,C00,White
48,1186,1091,95,B20,Black
171,1071,891,180,C40,White
34,1071,938,133,C41,Black
63,987,1125,-138,C46,White
79,1928,1529,399,C01,White
48,1684,1734,-50,C00,Black
76,1609,1726,-117,C00,Black
54,1730,2003,-273,D35,Black
131,1762,1742,20,C02,White
48,1743,2269,-526,D07,Black
89,2268,1744,524,C01,White
88,1761,1578,183,D20,Black
92,1820,1820,0,D35,Black
58,1332,1820,-488,B90,Black
52,1820,2621,-801,B50,Black
65,2392,1820,572,B90,White
73,1560,1403,157,B30,White
57,1544,1771,-227,C50,White
13,1798,1549,249,C48,White
29,1555,1728,-173,C55,Black
38,1568,1515,53,B01,Black
44,1416,1585,-169,B20,White
33,1796,1591,205,D30,White
24,1607,1455,152,C40,Black
16,1748,1591,157,B50,Black
53,1588,1230,358,B30,White
89,1576,1573,3,B01,White
22,1570,1392,178,C55,White
67,1570,1582,-12,B20,White
113,1565,1730,-165,C00,White
76,1470,1581,-111,B20,White
55,1571,1505,66,C45,White
55,1950,2212,-262,E00,White
49,1950,1226,724,A04,White
78,1950,1885,65,A08,Black
29,1950,2204,-254,A04,Draw
65,1950,1500,450,A06,Draw
66,1950,1819,131,A07,Draw
112,1950,1477,473,A04,Draw
70,1950,1500,450,A07,Draw
50,2036,1706,330,A08,Black
40,1795,2036,-241,B54,Black
33,2023,1671,352,A04,White
30,1675,2008,-333,B57,Black
53,1990,1678,312,A04,White
30,1990,1465,525,A08,Draw
11,1990,1756,234,A04,Draw
3,1990,1779,211,A04,Draw
67,1990,1447,543,A04,Draw
41,1458,1980,-522,A00,Black
28,1967,1500,467,A04,White
52,1967,1295,672,A07,White
30,2102,1967,135,B54,Black
56,1657,2033,-376,E00,Black
56,1541,2033,-492,B90,Black
41,2033,1500,533,D00,White
75,2033,1567,466,A40,White
59,2033,1500,533,D00,White
27,1502,2033,-531,A45,Black
15,1516,1500,16,B00,White
84,1637,1500,137,B20,Black
29,1500,1336,164,A40,Black
19,1544,1500,44,B32,White
79,2447,1802,645,D37,White
117,2522,1802,720,D35,White
91,2452,1802,650,E18,White
36,1802,2524,-722,E32,Draw
109,1500,1802,-302,D74,White
101,1500,1802,-302,B10,White
56,1802,2468,-666,C65,Black
67,2485,1802,683,D95,White
66,2247,1802,445,A00,Draw
64,2426,1802,624,A16,Draw
81,2400,1802,598,A45,Draw
32,2404,1802,602,A45,Draw
49,2621,1802,819,D57,White
10,2035,1802,233,B12,White
77,2621,1802,819,D57,White
34,1802,2500,-698,A52,Black
39,1802,1500,302,E14,Black
29,2236,1802,434,B12,White
88,1802,1500,302,B56,Black
53,1802,2305,-503,B18,Draw
88,2400,1802,598,B15,Draw
36,2400,1802,598,B17,White
74,1802,2417,-615,B31,Black
94,1802,2500,-698,C11,Black
37,2422,1802,620,B17,White
37,1802,1500,302,B33,Black
91,1500,1802,-302,B54,White
69,1802,1500,302,C41,Draw
59,1500,1802,-302,D05,White
58,1500,1802,-302,B14,White
95,2500,1802,698,B11,White
37,1802,2473,-671,B78,Black
73,2169,2147,22,A28,White
43,2153,2168,-15,C42,White
56,2180,2134,46,A50,Black
119,2132,2191,-59,B90,Draw
27,2118,2151,-33,B21,White
97,2167,2203,-36,C11,Black
97,2142,2266,-124,A01,White
76,2116,2124,-8,B22,Black
30,2130,2103,27,C57,Black
32,2107,2043,64,B09,Draw
48,1935,2094,-159,D00,Black
35,2069,2130,-61,B15,White
25,2047,2035,12,D85,White
53,1694,2041,-347,C74,Black
58,2120,2008,112,C77,Black
62,2030,2091,-61,C22,Black
76,2162,1989,173,B23,Black
16,1985,1540,445,D02,White
127,2169,2002,167,B03,White
30,2020,1952,68,A45,Black
73,1918,1883,35,D15,White
88,1868,1949,-81,E15,White
52,1826,1769,57,B33,Black
62,2034,1645,389,A45,Black
13,1661,2030,-369,D22,Black
52,1982,1512,470,B21,Black
70,1530,1403,127,B20,Black
52,1836,1905,-69,C02,Black
99,1896,1842,54,D00,White
39,1886,1885,1,D00,White
31,1737,1901,-164,B40,White
130,1910,1955,-45,D00,Black
31,1843,1924,-81,C00,White
62,1683,1919,-236,C00,Black
30,1930,1912,18,A81,Black
98,1912,1920,-8,C05,Black
116,1975,1907,68,C02,Black
36,1918,1914,4,A45,Black
47,1818,1932,-114,C00,White
116,1944,1906,38,A41,Black
61,1976,1954,22,C01,White
32,1963,2020,-57,A46,Black
87,1956,1836,120,D00,White
109,1953,1584,369,A40,White
24,1698,1949,-251,A01,Black
87,1917,1961,-44,A84,White
101,1953,1886,67,A45,White
103,1941,1977,-36,D00,White
53,1931,1922,9,A45,White
88,1847,1923,-76,C02,Black
39,1884,1935,-51,C00,White
31,2079,1941,138,C11,White
121,1915,1943,-28,C00,White
147,1914,1996,-82,A40,White
38,1914,1903,11,C02,Black
30,2014,1882,132,C25,Black
100,1995,2014,-19,B01,Draw
170,2060,1779,281,B23,Black
81,2044,1984,60,C08,White
101,1897,2109,-212,C02,White
116,2145,1977,168,C57,Black
30,1898,2134,-236,B00,Black
130,2176,1917,259,A00,Black
105,2156,2055,101,C00,White
70,1888,2145,-257,B07,Black
27,2129,1945,184,B11,White
44,1763,2122,-359,B00,Black
170,2149,1757,392,B23,Draw
28,2255,2100,155,E20,Black
57,2181,2132,49,A80,White
89,1980,1860,120,C11,White
133,1762,2220,-458,B28,White
39,2213,1860,353,C00,White
33,2182,2208,-26,B38,White
38,1808,2175,-367,B22,Black
49,2171,1668,503,B18,White
38,1085,2171,-1086,B40,Black
123,2087,2162,-75,C46,White
49,2156,1700,456,B45,White
138,2033,2121,-88,B40,Black
94,2114,2162,-48,B18,Draw
46,2203,2028,175,A45,Black
43,1935,2064,-129,C11,White
134,1971,2195,-224,C42,Black
102,2054,1815,239,B20,Black
56,1652,1716,-64,B40,Black
127,1500,1575,-75,C50,White
130,1776,1728,48,C54,Draw
68,1728,1776,-48,D01,Black
88,2036,1776,260,C21,Black
54,1776,2036,-260,B10,Black
128,1776,1718,58,B00,Black
116,1718,1776,-58,C51,Black
54,1718,1776,-58,C20,Black
19,1776,1718,58,C20,White
82,1697,1776,-79,A00,Black
45,1348,1397,-49,D02,White
74,1262,1397,-135,C77,Black
9,1337,1411,-74,A00,White
43,1348,1425,-77,D43,White
7,1342,1440,-98,C20,White
36,1799,1822,-23,B07,Black
47,1471,1513,-42,D00,Black
40,1523,1523,0,C46,Black
53,1523,1387,136,B07,White
55,1533,1572,-39,B01,Black
84,1508,1523,-15,D00,Black
64,1786,1527,259,D30,White
38,1537,1537,0,C41,Black
61,1527,1513,14,C41,White
28,1534,1654,-120,B00,Black
22,1545,1532,13,C44,Black
43,1604,1554,50,C45,White
57,1562,1564,-2,C23,White
92,1506,1558,-52,C20,Black
67,1547,1563,-16,C00,White
21,1535,1580,-45,C40,White
31,1525,1515,10,B27,White
124,1532,1650,-118,C62,Black
49,1538,1543,-5,C27,White
40,1509,1554,-45,C21,White
49,1546,1478,68,C60,White
78,1542,1535,7,C53,Black
58,1499,1526,-27,C23,Black
69,1527,1477,50,C44,Draw
155,1517,1496,21,C46,White
47,1507,1505,2,C44,White
15,1519,1517,2,C46,White
95,1503,1528,-25,C20,White
34,1539,1537,2,C61,Black
52,1549,1556,-7,B32,Black
52,1520,1539,-19,C34,Black
47,1529,1551,-22,C62,White
30,1564,1478,86,C62,Black
37,1507,1576,-69,C23,White
105,1567,1522,45,C41,White
41,1568,1563,5,C00,White
60,1578,1607,-29,C41,Black
52,1563,1567,-4,C46,Black
69,1559,1488,71,B06,White
45,1500,1458,42,D30,White
117,1362,1471,-109,C65,White
55,1462,1403,59,B01,White
47,2621,1715,906,C59,White
30,2621,1715,906,C57,Black
83,1715,1721,-6,B01,White
47,2621,1715,906,D80,White
17,1715,2621,-906,B50,Black
104,1715,2621,-906,B50,Black
41,1826,1648,178,A40,White
116,1603,1570,33,C50,Black
41,1590,1641,-51,C41,White
43,1670,1599,71,D20,White
52,1612,1560,52,C55,Black
56,1569,1602,-33,B30,Black
134,1580,1580,0,B20,Black
59,1558,1546,12,C45,White
74,1647,1543,104,E76,Black
81,1531,1541,-10,B10,White
168,1542,1578,-36,B54,Black
29,1500,1883,-383,C20,Black
132,1890,2139,-249,C30,Black
55,2131,2018,113,B45,White
95,2116,2252,-136,E34,White
101,1891,1702,189,B21,White
47,1697,1496,201,C00,White
71,1686,1657,29,A42,White
52,1542,1679,-137,B46,Black
18,1286,1677,-391,B46,Black
47,1672,1437,235,C67,White
39,1664,1590,74,B01,White
93,1592,1677,-85,B42,White
69,1658,1689,-31,C60,White
20,1702,1607,95,D02,Black
45,1734,1713,21,B23,White
50,1693,1702,-9,B20,Black
53,1883,1708,175,A45,White
56,1719,1710,9,C60,Black
84,1950,1960,-10,D00,Black
29,1864,1976,-112,B46,White
72,2065,1976,89,B21,White
63,1976,1988,-12,B40,White
141,1976,1987,-11,C44,White
92,2035,1961,74,A56,Black
64,1975,1908,67,C48,Black
90,1463,1974,-511,A06,Black
70,1997,1480,517,C22,Black
68,1950,1997,-47,B01,Black
63,2229,2002,227,C02,White
52,1468,1509,-41,C20,Black
75,1904,1509,395,D02,White
50,1509,1904,-395,B08,Black
105,1502,1361,141,B30,White
69,1913,1504,409,C68,White
116,1509,1738,-229,C41,Black
41,1369,1502,-133,C55,Black
44,1454,1493,-39,D50,Black
109,1427,1493,-66,C68,White
17,1493,1781,-288,B30,White
47,1427,1493,-66,C69,White
20,1493,1781,-288,B07,Black
15,1493,1427,66,C57,White
45,1781,1493,288,C55,White
45,1781,1493,288,D30,White
46,1498,1482,16,C54,Black
77,1461,1493,-32,C55,White
43,1638,1500,138,C78,White
81,1488,1527,-39,B02,White
139,1501,1498,3,C55,White
54,1547,1486,61,C68,Black
60,1492,1658,-166,B30,Black
36,1500,1605,-105,B23,Black
1,2621,1384,1237,A40,White
22,1384,2621,-1237,A00,Black
90,1216,1555,-339,B20,Black
44,1426,1946,-520,D03,Black
55,1946,1259,687,A40,White
56,1765,1939,-174,C02,Black
33,1938,1352,586,D02,White
31,1985,1949,36,C01,White
34,1927,1938,-11,C00,Black
109,1924,1998,-74,D85,White
96,1717,1918,-201,A02,Black
67,1910,1773,137,E61,White
91,1902,1789,113,A57,White
138,1663,1909,-246,D10,Draw
88,1924,1850,74,E94,Black
38,1350,1923,-573,C02,Black
98,1811,1914,-103,C05,Black
58,2128,1896,232,C00,Black
50,1901,2123,-222,A40,Black
43,1776,1917,-141,B25,White
52,1930,1867,63,B40,Black
108,2106,1993,113,B57,Black
43,1993,1500,493,D31,White
96,1500,1993,-493,C50,Black
87,1987,1828,159,E67,White
56,1835,1980,-145,A45,Black
112,1688,1711,-23,A41,Black
152,1646,1679,-33,A35,Black
33,1716,1696,20,C20,White
50,1709,1628,81,A51,Black
58,1636,1701,-65,C02,Black
45,1692,1645,47,D02,White
120,1550,1685,-135,C02,Black
37,1675,1654,21,A47,White
90,1651,1674,-23,C45,Black
69,1641,1632,9,B00,White
120,1621,1630,-9,A01,Black
109,1566,1597,-31,B90,White
53,1551,1592,-41,C40,White
81,1569,1564,5,C25,White
85,1558,1691,-133,D06,Draw
61,1731,1566,165,C55,White
51,1813,1571,242,C44,White
43,1559,1525,34,A41,White
51,1697,1558,139,C57,White
51,1777,1565,212,C34,White
69,1553,1482,71,D20,White
53,1648,1565,83,C50,White
17,1529,1583,-54,C57,White
39,1572,1451,121,D44,White
78,1580,1799,-219,D30,Black
62,1534,1553,-19,C34,Black
49,1616,1568,48,D53,White
27,1511,1553,-42,B90,Black
36,1573,1541,32,C60,Black
3,1500,1342,158,C20,White
2,1500,1537,-37,C00,Black
44,1853,1826,27,C50,Black
35,1826,1853,-27,A46,White
53,1921,1647,274,B12,White
131,1396,1670,-274,A41,White
50,1691,1499,192,C30,Black
24,1708,1649,59,C02,Black
36,1559,1699,-140,B20,Black
15,1786,1775,11,C45,White
49,1774,1786,-12,B72,White
37,1500,1416,84,C78,White
7,1431,1416,15,C50,Black
42,1416,2361,-945,C31,Black
83,2401,1416,985,B56,White
59,2401,1416,985,C45,White
29,2361,1695,666,B01,White
18,2066,1695,371,B01,Black
138,1720,1683,37,B01,Black
57,1674,1579,95,C50,White
38,1587,1666,-79,B01,Black
42,1751,1675,76,C20,White
22,1684,1742,-58,C40,Black
23,1732,1694,38,B01,White
36,1762,1681,81,B01,Black
92,1690,1758,-68,C41,Black
17,1749,1700,49,B01,White
17,1689,1677,12,C50,White
67,1689,1567,122,B00,White
52,1698,1785,-87,C40,Black
36,1664,1711,-47,A07,White
45,1510,1729,-219,C20,White
66,1500,1500,0,B00,Black
45,1781,1750,31,C10,White
75,1426,969,457,B00,White
93,1455,971,484,A40,White
50,972,1662,-690,A20,Black
81,1927,2434,-507,B21,White
64,2619,1927,692,D51,Black
51,1814,1805,9,D02,White
24,1500,1500,0,B28,Black
51,1500,1500,0,C43,White
76,1961,1500,461,D02,Black
45,1500,1961,-461,B40,White
101,1621,1247,374,B54,White
63,1500,1621,-121,B12,White
52,1621,1500,121,C88,Black
80,1500,1621,-121,B34,Black
11,1621,1500,121,C00,White
59,1621,1813,-192,B12,Black
