rated,turns,time_increment,white_rating,black_rating,rank_diff,opening_code,opening_moves,victory_status,winner
TRUE,75,30+15,1386,1397,-11,C60,6,Mate,White
TRUE,16,15+15,1393,1539,-146,C55,6,Resign,Black
TRUE,47,15+15,1532,1400,132,B07,6,Mate,White
TRUE,63,15+15,1470,1409,61,B50,4,Mate,White
TRUE,121,10+10,1524,1416,108,B29,5,Mate,White
TRUE,63,15+15,1445,1426,19,A45,2,Mate,White
TRUE,77,15+15,1416,1438,-22,B54,6,Mate,White
TRUE,72,15+15,1359,1440,-81,B21,3,Draw,Draw
TRUE,65,15+15,1413,1430,-17,B28,4,Resign,Black
TRUE,58,15+15,1094,1427,-333,B02,4,Mate,Black
TRUE,79,15+15,1269,1421,-152,B54,5,Resign,Black
TRUE,59,15+15,1341,1434,-93,B51,5,Mate,White
TRUE,88,15+15,1250,1428,-178,A06,2,Resign,Black
TRUE,62,15+15,1417,1417,0,B20,2,Resign,Black
TRUE,94,15+15,1404,1418,-14,B20,3,Draw,Draw
TRUE,16,15+15,1397,1407,-10,B51,5,Resign,Black
TRUE,86,15+15,1463,1405,58,A45,3,Draw,Draw
TRUE,44,15+8,1300,1397,-97,B40,6,Resign,Black
TRUE,56,15+8,1401,1296,105,B20,3,Draw,Draw
TRUE,27,15+15,1319,1414,-95,C20,3,Resign,White
TRUE,79,15+15,1541,1422,119,B30,4,Resign,White
TRUE,55,15+15,1419,1074,345,C40,4,Mate,White
TRUE,26,15+15,1081,1416,-335,A45,3,Mate,Black
TRUE,42,15+15,1498,1391,107,A00,1,Resign,Black
TRUE,85,15+15,1534,1397,137,B22,3,Mate,White
TRUE,46,10+15,1417,1386,31,B20,3,Mate,Black
TRUE,25,15+15,1511,1393,118,B33,10,Resign,White
TRUE,39,15+15,1405,1403,2,A20,2,Mate,White
TRUE,84,15+15,1319,1395,-76,B20,2,Mate,Black
TRUE,56,15+15,1434,1383,51,A45,2,Resign,Black
TRUE,32,15+15,1421,1371,50,A00,1,Mate,Black
TRUE,88,15+15,1383,1360,23,B51,5,Mate,Black
TRUE,157,15+15,1262,1374,-112,A00,1,Mate,White
TRUE,48,15+30,1386,1326,60,C48,9,Mate,Black
TRUE,26,15+15,1054,1373,-319,A00,1,Resign,Black
TRUE,100,20+0,1381,1460,-79,B22,3,Mate,Black
TRUE,56,5+5,1831,2120,-289,B34,9,Out of Time,Black
TRUE,103,10+10,1943,1839,104,C41,5,Resign,White
TRUE,42,9+8,1842,2137,-295,A06,3,Resign,Black
TRUE,80,15+0,1849,1968,-119,C00,3,Resign,Black
TRUE,51,15+0,1960,1857,103,C41,5,Mate,White
TRUE,112,15+0,1865,1952,-87,D01,7,Resign,Black
TRUE,44,10+10,1870,2073,-203,A04,2,Resign,Black
TRUE,61,5+8,2022,1877,145,C34,5,Resign,White
TRUE,97,10+8,1909,1887,22,C41,5,Resign,White
TRUE,159,8+0,1954,1902,52,C41,5,Out of Time,White
TRUE,82,8+0,1913,1925,-12,A06,3,Resign,Black
TRUE,61,8+0,1901,1924,-23,A06,3,Resign,White
TRUE,59,8+0,1889,1938,-49,A06,3,Resign,White
TRUE,146,8+10,1950,1876,74,C41,5,Resign,Black
TRUE,20,5+5,1885,1960,-75,A04,2,Resign,Black
TRUE,119,5+5,1951,1894,57,A10,1,Resign,White
TRUE,98,15+2,1891,1912,-21,B30,4,Resign,Black
TRUE,41,15+0,2152,1895,257,C41,5,Out of Time,White
TRUE,58,12+12,1943,1882,61,C41,5,Resign,Black
TRUE,16,20+5,1993,1868,125,C41,5,Out of Time,Black
TRUE,97,10+2,1855,1912,-57,A06,3,Resign,White
TRUE,35,10+10,2177,1858,319,C41,5,Resign,White
TRUE,31,10+0,2092,1863,229,C00,4,Mate,White
TRUE,68,5+10,1870,1989,-119,A04,2,Resign,Black
TRUE,65,10+5,2054,1876,178,C41,5,Resign,White
TRUE,29,8+0,2026,1883,143,C00,3,Mate,White
TRUE,55,8+0,2017,1890,127,C00,3,Resign,White
TRUE,60,10+0,1897,2003,-106,A04,2,Resign,Black
TRUE,55,10+0,1995,1905,90,B10,4,Resign,White
TRUE,65,10+15,1869,1960,-91,A06,3,Resign,White
TRUE,50,10+5,1875,2042,-167,A06,3,Resign,Black
TRUE,16,5+10,1884,1932,-48,A04,3,Resign,Black
TRUE,39,5+5,1872,1918,-46,A04,2,Out of Time,White
TRUE,40,5+8,1915,1859,56,C27,3,Resign,Black
TRUE,23,5+8,1906,1869,37,C41,4,Resign,White
TRUE,46,5+5,2069,1875,194,A41,4,Resign,White
TRUE,71,7+5,1862,1935,-73,A04,3,Resign,White
TRUE,41,5+5,1937,1870,67,A41,2,Resign,White
TRUE,68,5+8,1973,1856,117,A41,3,Resign,Black
TRUE,155,7+2,1842,1958,-116,A06,3,Resign,White
FALSE,31,20+0,1276,1486,-210,D00,3,Resign,White
TRUE,41,10+0,1743,1504,239,D20,5,Mate,White
FALSE,90,10+2,1504,1685,-181,C46,5,Resign,Black
TRUE,55,10+2,1685,1504,181,B01,4,Mate,White
TRUE,3,8+10,1639,1504,135,D02,3,Resign,White
TRUE,21,15+0,1733,1504,229,A00,5,Resign,White
TRUE,52,5+5,1556,1588,-32,C00,4,Resign,Black
TRUE,55,5+5,1713,1525,188,D35,6,Resign,White
TRUE,74,5+15,1823,1880,-57,C61,6,Resign,Black
TRUE,66,5+6,1739,1713,26,C46,7,Out of Time,Black
TRUE,6,4+8,1966,1616,350,C60,6,Out of Time,Black
TRUE,44,4+8,1620,1909,-289,B02,4,Resign,Black
TRUE,164,5+8,1829,1500,329,D00,4,Resign,Black
FALSE,4,20+60,1992,1811,181,B00,2,Draw,Draw
FALSE,39,5+5,1413,1430,-17,B01,2,Resign,Black
FALSE,67,20+20,2430,1413,1017,B07,3,Mate,White
FALSE,31,10+0,1666,1413,253,D12,8,Resign,White
FALSE,42,8+2,1477,1413,64,B07,7,Resign,White
FALSE,27,10+0,1806,1413,393,A41,2,Resign,White
FALSE,24,10+0,1413,1806,-393,B12,5,Resign,Black
FALSE,85,11+0,1388,1413,-25,A41,2,Out of Time,White
FALSE,24,8+4,1413,1425,-12,B21,3,Resign,Black
FALSE,31,10+0,1849,1413,436,B07,3,Resign,White
FALSE,16,7+5,1413,1336,77,C44,5,Resign,Black
FALSE,29,8+8,1413,1820,-407,B10,2,Resign,Black
FALSE,50,15+0,1852,1413,439,A40,1,Resign,White
FALSE,51,6+3,1861,1413,448,A40,1,Out of Time,White
TRUE,119,12+12,1421,1413,8,B07,2,Draw,Draw
TRUE,68,12+12,1423,1432,-9,C41,5,Resign,Black
TRUE,62,12+12,1431,1516,-85,C45,9,Resign,Black
TRUE,110,12+12,1650,1414,236,A41,3,Resign,Black
TRUE,49,12+12,1424,1441,-17,C41,5,Resign,Black
TRUE,74,12+12,1563,1431,132,B07,6,Resign,White
TRUE,68,12+10,1428,1527,-99,C00,3,Draw,Draw
TRUE,39,12+10,1439,1426,13,C45,7,Resign,Black
TRUE,44,13+12,1587,1423,164,C41,4,Mate,Black
TRUE,50,13+12,1390,1413,-23,B07,2,Resign,Black
TRUE,8,13+12,1403,1388,15,B00,3,Resign,White
TRUE,162,13+12,1600,1387,213,B06,8,Mate,Black
TRUE,47,13+12,1470,1395,75,C41,5,Mate,White
TRUE,55,13+12,1406,1391,15,B12,3,Resign,Black
TRUE,47,13+12,1379,1418,-39,A00,1,Mate,White
TRUE,73,13+12,1411,1303,108,C00,3,Resign,White
TRUE,105,13+12,1387,1401,-14,B07,2,Resign,Black
TRUE,48,13+12,1411,1404,7,B01,6,Mate,Black
TRUE,77,13+12,1418,1574,-156,C41,5,Resign,Black
TRUE,38,12+12,1419,1382,37,B10,5,Resign,Black
TRUE,48,15+15,1429,1432,-3,B06,2,Resign,Black
TRUE,49,15+15,1492,1438,54,A41,2,Resign,White
TRUE,35,15+15,1447,1499,-52,C44,5,Resign,Black
TRUE,119,15+15,1436,1472,-36,C44,5,Resign,White
TRUE,8,15+15,1518,1431,87,B07,2,Draw,Draw
TRUE,141,15+15,1352,1444,-92,B07,2,Mate,White
TRUE,39,10+15,1441,1464,-23,C45,8,Mate,White
TRUE,52,10+15,1500,1432,68,B07,3,Mate,Black
TRUE,107,10+15,1424,1355,69,C40,5,Resign,White
FALSE,39,30+0,1441,1500,-59,C21,3,Mate,White
TRUE,70,15+0,1710,1911,-201,B01,2,Mate,Black
FALSE,48,16+4,1944,1896,48,C26,7,Mate,Black
TRUE,94,10+8,1944,1928,16,A46,5,Mate,Black
TRUE,70,15+0,1781,1930,-149,A06,3,Resign,Black
TRUE,51,15+0,1914,1788,126,B08,9,Resign,White
TRUE,77,15+0,1892,1831,61,C41,7,Resign,White
TRUE,30,7+5,1733,1875,-142,C50,8,Resign,Black
TRUE,58,20+10,1791,1851,-60,C41,4,Mate,Black
TRUE,28,17+0,1940,1808,132,C38,12,Resign,Black
TRUE,76,10+5,1774,1772,2,B10,2,Resign,White
TRUE,52,10+0,1850,1905,-55,A46,5,Mate,Black
TRUE,61,7+8,2041,1876,165,A15,4,Mate,White
FALSE,85,9+3,1329,1876,-547,D00,3,Mate,White
TRUE,40,12+5,1670,1848,-178,A46,5,Resign,Black
TRUE,33,15+0,1814,1661,153,D02,4,Resign,White
TRUE,94,30+8,1884,1827,57,D24,7,Mate,Black
TRUE,3,7+6,1880,1886,-6,C23,3,Draw,Draw
TRUE,93,25+0,1857,1537,320,C27,3,Mate,White
TRUE,64,25+0,1541,1817,-276,B20,3,Mate,Black
TRUE,77,20+10,1662,1692,-30,B03,10,Resign,White
TRUE,48,5+8,1500,1500,0,B07,2,Resign,Black
TRUE,3,10+2,1563,1396,167,C40,3,Draw,Draw
FALSE,61,14+0,1835,1396,439,C41,7,Resign,White
TRUE,27,8+8,1329,1061,268,C41,4,Resign,White
TRUE,60,8+8,1067,1263,-196,C22,6,Mate,Black
TRUE,115,10+8,1392,1500,-108,C20,3,Mate,White
TRUE,68,10+0,1000,999,1,C42,4,Mate,Black
TRUE,92,10+0,1006,1399,-393,C02,5,Resign,Black
TRUE,91,8+0,1404,1013,391,B20,2,Resign,White
TRUE,74,10+0,1015,1563,-548,B13,5,Resign,Black
FALSE,51,15+5,1015,1200,-185,C44,5,Resign,Black
TRUE,81,15+0,1619,1017,602,C46,7,Resign,White
TRUE,90,15+0,1020,1618,-598,C44,5,Resign,Black
TRUE,37,15+0,1617,1022,595,B50,4,Mate,White
FALSE,76,30+8,1173,1022,151,B20,2,Resign,White
TRUE,43,15+3,1169,1448,-279,A00,1,Mate,White
TRUE,37,19+8,1152,1471,-319,B06,5,Mate,White
TRUE,60,10+3,1494,1215,279,A00,4,Mate,Black
TRUE,77,10+3,1194,1519,-325,B00,2,Mate,White
TRUE,35,10+2,1513,1273,240,A00,4,Resign,White
TRUE,92,8+5,1240,1507,-267,A40,2,Out of Time,Black
TRUE,43,9+6,1504,1139,365,A00,1,Mate,White
TRUE,80,9+6,1148,1500,-352,A00,1,Mate,Black
TRUE,105,8+0,1497,1113,384,A00,2,Out of Time,White
TRUE,45,8+0,1494,1116,378,A49,11,Resign,White
TRUE,39,10+0,1283,1516,-233,B06,7,Mate,White
TRUE,73,13+0,1513,1156,357,A00,1,Mate,White
TRUE,59,12+0,1507,1248,259,A00,1,Mate,White
TRUE,53,8+8,1502,1227,275,A00,1,Mate,White
TRUE,23,10+0,1498,1147,351,A00,1,Resign,White
TRUE,44,30+8,1248,1492,-244,B06,2,Resign,Black
TRUE,49,30+0,1485,1298,187,A00,1,Resign,White
FALSE,63,30+8,1500,1329,171,C00,3,Mate,White
TRUE,48,10+0,1382,1644,-262,A00,1,Mate,Black
TRUE,27,10+0,1638,1500,138,B07,3,Mate,White
TRUE,58,40+0,1611,1839,-228,C43,6,Resign,Black
TRUE,74,20+0,1622,1694,-72,C62,11,Mate,Black
TRUE,24,15+30,1941,1626,315,C69,10,Resign,White
TRUE,25,20+0,1795,1635,160,C55,6,Mate,White
TRUE,71,15+0,1642,1847,-205,B00,2,Resign,Black
TRUE,59,10+15,1900,1647,253,C78,9,Resign,White
TRUE,42,15+0,1649,2183,-534,B32,8,Resign,Black
TRUE,90,30+0,1651,2068,-417,B96,13,Mate,Black
TRUE,28,8+0,1668,1808,-140,C60,6,Resign,Black
TRUE,89,30+0,1855,1675,180,C20,3,Resign,White
TRUE,36,15+5,2240,1677,563,C45,8,Resign,White
TRUE,73,15+5,1678,2205,-527,C72,9,Resign,Black
TRUE,33,15+0,1679,2293,-614,C91,19,Resign,Black
TRUE,24,20+0,1921,1685,236,D06,4,Resign,White
TRUE,32,20+15,1674,2022,-348,C11,7,Draw,Draw
TRUE,68,12+0,1966,1679,287,C58,11,Resign,White
TRUE,65,15+0,2105,1681,424,C55,10,Resign,White
TRUE,60,20+0,1886,1688,198,C46,7,Resign,White
TRUE,47,10+5,1690,2172,-482,B43,10,Resign,Black
TRUE,49,15+10,2121,1693,428,C78,11,Resign,White
TRUE,53,20+0,1918,1699,219,D04,5,Mate,White
TRUE,51,10+8,1703,2021,-318,B32,8,Resign,Black
TRUE,56,14+8,1707,2021,-314,C41,5,Out of Time,Black
TRUE,82,15+10,2021,1711,310,C55,7,Resign,White
TRUE,29,15+10,1694,1838,-144,C71,16,Resign,White
TRUE,102,15+7,1906,1672,234,C47,8,Resign,Black
TRUE,94,15+0,1673,2300,-627,C81,17,Resign,Black
TRUE,25,10+5,2037,1677,360,C46,7,Resign,White
TRUE,26,20+0,1920,1682,238,D85,8,Resign,White
TRUE,60,15+1,1688,1935,-247,C41,8,Mate,Black
TRUE,71,180+0,1896,1644,252,C45,7,Resign,Black
TRUE,41,45+0,1870,1650,220,C33,7,Mate,White
TRUE,52,15+1,1860,1657,203,D06,4,Resign,White
TRUE,58,30+8,1786,1665,121,C77,9,Resign,White
TRUE,19,15+10,2134,1667,467,C45,8,Resign,White
TRUE,66,30+10,1660,1852,-192,B01,9,Draw,Draw
TRUE,40,20+0,1793,1640,153,C46,7,Resign,Black
TRUE,75,90+0,1865,1617,248,C92,18,Resign,Black
TRUE,56,15+0,1601,1943,-342,C60,6,Resign,Black
TRUE,48,10+5,1603,2001,-398,C88,13,Resign,Black
TRUE,50,10+5,1946,1607,339,E70,7,Resign,White
TRUE,40,8+0,1612,1891,-279,C60,5,Resign,Black
TRUE,34,90+0,1808,1619,189,C55,7,Resign,White
TRUE,37,20+0,1624,1864,-240,B07,3,Resign,Black
TRUE,59,10+0,1922,1629,293,C68,7,Resign,White
TRUE,73,12+0,1841,1636,205,D90,7,Mate,White
TRUE,41,8+0,1696,1702,-6,C41,7,Out of Time,White
TRUE,112,10+0,1642,1585,57,C00,2,Resign,Black
TRUE,56,10+0,1765,1622,143,A00,7,Resign,Black
TRUE,64,10+0,1649,1500,149,A30,2,Out of Time,Black
TRUE,89,6+3,1138,1104,34,A02,1,Mate,White
TRUE,74,6+3,1135,1125,10,B01,2,Mate,Black
TRUE,32,4+8,1157,1264,-107,C20,3,Out of Time,Black
TRUE,31,4+8,1126,1094,32,B10,2,Out of Time,White
TRUE,87,5+9,1328,1146,182,A41,2,Resign,White
TRUE,79,4+8,1681,1150,531,C30,3,Resign,White
TRUE,114,4+8,1154,1679,-525,C02,6,Resign,Black
TRUE,37,4+8,1165,1127,38,C02,7,Mate,White
TRUE,102,4+8,1188,1415,-227,C41,4,Resign,Black
TRUE,82,8+3,1096,1135,-39,C42,5,Mate,Black
FALSE,50,5+8,1135,1709,-574,D00,2,Mate,Black
FALSE,110,10+5,2186,1466,720,B23,3,Draw,Draw
FALSE,48,10+5,1756,1466,290,B23,3,Out of Time,Black
FALSE,40,10+5,1181,1466,-285,B51,5,Resign,Black
FALSE,94,10+5,1766,1466,300,A00,1,Mate,Black
FALSE,57,10+5,1662,1466,196,B54,6,Resign,Black
TRUE,165,10+0,1869,1724,145,A45,2,Out of Time,White
TRUE,139,10+0,1727,1627,100,A45,2,Out of Time,Draw
TRUE,78,10+0,1750,1715,35,B00,2,Mate,Black
FALSE,94,10+0,1887,1715,172,B12,5,Draw,Draw
FALSE,38,10+0,1715,1887,-172,D92,9,Resign,Black
TRUE,3,10+0,1677,1716,-39,A40,1,Draw,Draw
TRUE,85,10+0,1707,1637,70,D10,5,Resign,White
FALSE,48,15+0,1707,1193,514,C21,3,Mate,Black
FALSE,52,8+0,1707,2000,-293,A45,2,Mate,Black
FALSE,53,8+0,2000,1707,293,D10,5,Resign,White
TRUE,115,10+0,1694,1755,-61,D30,4,Mate,White
TRUE,85,10+0,1683,1708,-25,D11,5,Resign,White
TRUE,56,10+0,1692,1756,-64,E60,5,Resign,Black
FALSE,42,10+0,1275,1692,-417,C57,11,Mate,Black
TRUE,45,10+0,1707,1703,4,B13,5,Resign,White
TRUE,164,10+0,1862,1698,164,A40,1,Out of Time,Draw
TRUE,43,10+0,1683,1814,-131,D31,6,Resign,White
TRUE,101,10+0,1677,1460,217,A40,4,Mate,White
FALSE,121,10+0,1500,1677,-177,A00,1,Draw,Draw
FALSE,80,10+0,1677,1500,177,E00,4,Mate,Black
FALSE,32,10+0,1500,1677,-177,B12,5,Resign,Black
FALSE,88,10+0,1677,1245,432,C40,6,Mate,Black
FALSE,106,8+0,1728,1677,51,B10,5,Resign,Black
FALSE,48,9+0,1677,1500,177,A84,3,Resign,White
FALSE,89,10+0,1677,1728,-51,D35,6,Resign,White
TRUE,54,10+0,1687,1732,-45,D20,5,Resign,Black
FALSE,77,9+0,2060,1687,373,A03,2,Mate,White
TRUE,94,10+0,1699,1704,-5,A40,2,Out of Time,Black
FALSE,147,10+0,1834,1699,135,B12,5,Mate,White
FALSE,63,10+0,1699,1834,-135,D35,6,Resign,White
TRUE,61,5+5,1504,1398,106,B01,4,Mate,White
TRUE,62,5+8,1506,1978,-472,B23,3,Mate,Black
TRUE,65,10+2,1494,1348,146,B01,6,Mate,White
TRUE,52,5+8,1522,1360,162,C40,4,Out of Time,Black
TRUE,11,5+8,1342,1553,-211,C00,2,Resign,White
TRUE,14,5+8,1924,1512,412,C15,7,Resign,Black
TRUE,65,5+8,1554,1532,22,C01,5,Resign,White
TRUE,102,11+0,1623,1530,93,A40,2,Resign,Black
TRUE,48,11+0,1511,1614,-103,B01,2,Resign,Black
TRUE,49,11+0,1607,1463,144,A43,2,Resign,White
TRUE,49,12+0,1606,1101,505,A40,1,Resign,White
TRUE,47,15+0,1596,1535,61,A40,2,Mate,White
TRUE,62,8+2,1600,1880,-280,D00,5,Mate,Black
TRUE,66,10+0,1607,1771,-164,A45,2,Mate,Black
TRUE,90,10+0,1619,1593,26,A45,2,Resign,Black
TRUE,44,10+0,1634,1526,108,A40,2,Resign,Black
TRUE,89,10+0,1547,1625,-78,B22,3,Resign,Black
TRUE,92,5+8,1799,1634,165,B20,3,Out of Time,Black
FALSE,31,14+0,1634,1601,33,D20,6,Resign,White
TRUE,30,30+5,1789,1607,182,B27,4,Resign,Black
TRUE,59,5+5,1901,1613,288,B24,5,Resign,White
TRUE,18,5+8,1638,1631,7,A00,1,Resign,White
FALSE,155,15+8,1854,1631,223,E10,5,Out of Time,White
TRUE,61,15+10,1627,1661,-34,B20,3,Resign,White
FALSE,59,5+8,2048,1661,387,B36,8,Resign,White
TRUE,13,15+1,1629,1858,-229,A40,2,Resign,White
FALSE,58,15+0,1895,1831,64,B30,5,Resign,Black
FALSE,69,15+0,1895,1636,259,B30,5,Resign,White
FALSE,87,15+0,1895,1893,2,B30,5,Draw,Draw
FALSE,122,15+0,1675,1895,-220,B20,3,Resign,Black
FALSE,24,15+0,1768,1895,-127,A02,3,Resign,Black
FALSE,117,15+0,1853,1895,-42,B10,2,Resign,White
FALSE,62,15+0,1895,1774,121,B12,7,Resign,Black
TRUE,84,8+0,1808,1752,56,A45,3,Resign,Black
TRUE,44,10+0,1631,1500,131,B10,2,Resign,Black
FALSE,63,5+5,1804,1703,101,B40,4,Out of Time,White
TRUE,43,10+1,1633,1591,42,E60,5,Resign,White
TRUE,26,10+0,1606,1465,141,C48,7,Resign,Black
TRUE,24,10+0,1472,1599,-127,C65,6,Resign,Black
TRUE,23,10+0,1589,1569,20,C70,8,Resign,White
TRUE,58,10+1,1600,1595,5,D06,4,Resign,Black
TRUE,69,10+0,1571,1612,-41,B08,8,Resign,White
TRUE,36,10+0,1626,1536,90,B33,11,Mate,Black
TRUE,66,10+0,1561,1616,-55,A16,3,Resign,Black
TRUE,29,10+0,1610,1427,183,B32,5,Resign,White
TRUE,88,10+4,1328,1607,-279,B21,3,Resign,Black
TRUE,42,10+0,1616,1673,-57,C01,7,Mate,Black
TRUE,77,10+0,1448,1632,-184,B20,3,Out of Time,White
TRUE,15,10+0,1646,1573,73,C42,5,Resign,Black
TRUE,47,10+0,1636,1601,35,B01,4,Mate,White
TRUE,84,10+0,1525,1628,-103,A48,5,Resign,Black
TRUE,43,10+0,1618,1579,39,B07,3,Mate,White
TRUE,33,10+0,1689,1627,62,E71,9,Resign,White
TRUE,45,10+0,1689,1637,52,E90,11,Resign,White
TRUE,29,10+0,1650,1585,65,C62,6,Resign,Black
TRUE,49,10+1,1642,1541,101,C66,8,Resign,White
TRUE,33,10+0,1633,1550,83,C79,10,Resign,White
TRUE,51,10+0,1647,1562,85,C66,8,Resign,Black
TRUE,41,10+0,1766,1655,111,A45,2,Mate,White
TRUE,22,10+0,1822,1662,160,C48,8,Resign,White
TRUE,22,10+0,1672,1706,-34,B01,4,Resign,Black
TRUE,58,10+0,1682,1744,-62,B01,6,Resign,Black
TRUE,92,10+0,1757,1667,90,C50,9,Mate,Black
TRUE,76,10+0,1680,1673,7,C41,5,Resign,Black
TRUE,47,10+0,1669,1629,40,B90,11,Resign,White
TRUE,23,10+0,1708,1680,28,B07,6,Resign,White
TRUE,146,10+0,1682,1629,53,C66,8,Draw,Draw
TRUE,90,15+15,1500,1676,-176,E61,4,Mate,Black
TRUE,34,15+15,1664,1649,15,C78,12,Resign,White
TRUE,27,10+0,1640,1664,-24,C42,5,Resign,White
TRUE,52,10+0,1664,1626,38,E90,11,Resign,Black
TRUE,97,10+0,1618,1640,-22,C20,3,Resign,White
TRUE,80,10+0,1648,1792,-144,C00,4,Resign,Black
TRUE,20,10+0,1342,1632,-290,E00,1,Mate,Black
TRUE,18,30+0,1402,1642,-240,B08,8,Out of Time,Black
FALSE,5,11+7,1706,1402,304,A00,1,Out of Time,White
TRUE,40,10+10,1702,1500,202,B00,2,Resign,White
TRUE,5,3+9,1348,1545,-197,E00,1,Resign,White
FALSE,71,0+180,1110,1500,-390,A04,1,Out of Time,White
FALSE,13,16+8,1110,1500,-390,A04,2,Out of Time,White
FALSE,97,16+8,1110,1500,-390,A00,1,Resign,White
TRUE,114,5+15,1968,2344,-376,C16,7,Mate,Black
TRUE,86,10+0,2230,1948,282,B90,10,Out of Time,Black
TRUE,53,7+7,1933,2008,-75,C42,5,Resign,White
TRUE,127,10+0,2003,1942,61,D94,9,Resign,White
TRUE,92,10+0,1953,1957,-4,C00,3,Resign,Black
TRUE,81,7+7,1939,2011,-72,C55,6,Out of Time,White
TRUE,45,15+0,2197,1943,254,B51,5,Resign,White
TRUE,79,15+0,2264,1946,318,A15,6,Resign,White
TRUE,34,15+0,1949,2260,-311,C00,3,Resign,Black
TRUE,83,10+0,1934,2045,-111,B00,2,Resign,White
TRUE,92,15+2,1939,2129,-190,C46,6,Resign,Black
FALSE,65,15+0,2104,1939,165,B54,6,Out of Time,White
TRUE,66,5+5,1947,2060,-113,C58,11,Resign,Black
TRUE,72,12+0,1954,2082,-128,C00,3,Resign,Black
TRUE,102,8+0,1965,1940,25,B10,2,Out of Time,Black
TRUE,31,6+4,1533,1270,263,C40,3,Resign,White
TRUE,45,10+10,1679,1294,385,C21,3,Mate,White
TRUE,32,10+0,1352,1577,-225,C20,3,Mate,Black
FALSE,57,5+5,1514,2032,-518,B07,2,Resign,White
FALSE,4,10+10,1775,1514,261,A00,1,Resign,White
FALSE,50,5+5,1514,2032,-518,B07,6,Resign,Black
FALSE,55,15+5,1514,1333,181,D11,7,Resign,White
FALSE,45,5+6,1531,1514,17,C50,6,Resign,Black
FALSE,27,10+0,1514,1836,-322,A42,5,Resign,White
FALSE,59,10+1,1521,1514,7,A43,4,Out of Time,White
TRUE,11,10+0,1511,1514,-3,C42,5,Out of Time,White
TRUE,7,15+0,1554,1104,450,C41,5,Resign,White
TRUE,126,25+30,1364,1033,331,B02,4,Mate,Black
FALSE,69,30+0,1033,1500,-467,C20,3,Mate,White
TRUE,49,12+9,1442,1041,401,B02,2,Mate,White
TRUE,40,12+9,1050,1439,-389,A01,2,Mate,Black
TRUE,51,12+9,1437,1060,377,B01,2,Resign,White
FALSE,39,10+0,1842,1060,782,B01,4,Mate,White
TRUE,85,14+5,1362,1076,286,D00,3,Resign,White
TRUE,64,20+0,1388,1112,276,C42,6,Resign,White
TRUE,10,20+0,1137,1383,-246,A40,2,Resign,Black
TRUE,13,20+0,1378,1170,208,C40,4,Resign,White
TRUE,78,20+0,1218,1371,-153,C20,4,Mate,Black
TRUE,21,20+0,1363,1299,64,D00,3,Resign,White
TRUE,31,5+8,1605,1352,253,C41,5,Resign,White
TRUE,65,5+8,1559,1500,59,C41,5,Out of Time,White
FALSE,41,25+0,2005,978,1027,C55,7,Resign,White
FALSE,54,25+0,978,2005,-1027,B25,4,Mate,Black
FALSE,108,25+0,1483,2005,-522,B25,4,Out of Time,Draw
FALSE,139,8+0,2005,1895,110,A03,2,Out of Time,White
FALSE,162,8+0,1878,2005,-127,B30,4,Out of Time,Black
TRUE,76,10+2,1088,1217,-129,B54,6,Resign,White
TRUE,30,10+10,1224,1372,-148,C60,5,Out of Time,Black
TRUE,45,10+2,1209,1237,-28,B20,2,Resign,White
TRUE,115,5+5,1504,1241,263,A40,2,Resign,White
TRUE,71,10+5,1225,1378,-153,C62,6,Resign,White
TRUE,29,8+10,1222,1356,-134,C64,6,Out of Time,White
TRUE,115,10+0,1202,1522,-320,C44,5,Resign,White
TRUE,97,10+0,1132,1193,-61,A01,3,Resign,Black
TRUE,36,10+0,1202,1513,-311,C65,6,Resign,Black
TRUE,55,10+3,1207,1422,-215,B21,3,Resign,Black
TRUE,62,15+8,1328,1215,113,B07,2,Resign,White
TRUE,52,25+0,1224,1294,-70,C41,6,Resign,Black
TRUE,62,7+5,1121,1212,-91,A40,2,Mate,Black
TRUE,36,15+3,1221,1334,-113,C00,4,Resign,Black
TRUE,68,15+3,1350,1204,146,A04,2,Mate,Black
TRUE,50,10+0,1212,1331,-119,B00,2,Resign,Black
TRUE,34,5+8,1216,1523,-307,C41,4,Resign,Black
TRUE,30,5+5,1228,1222,6,C42,6,Resign,Black
TRUE,29,5+5,1233,1215,18,B20,3,Resign,Black
TRUE,63,8+0,1340,1235,105,B32,7,Resign,White
TRUE,22,10+5,1242,1402,-160,B21,3,Out of Time,Black
TRUE,30,15+3,1230,1246,-16,B20,3,Resign,White
TRUE,56,10+5,1594,1225,369,B23,3,Mate,Black
TRUE,37,19+2,1442,1230,212,B32,7,Resign,White
TRUE,99,30+0,1222,1314,-92,B01,4,Resign,White
TRUE,16,30+0,1329,1206,123,B20,2,Resign,Black
TRUE,78,25+0,1198,1316,-118,C44,6,Mate,Black
TRUE,81,9+4,1206,1341,-135,B00,3,Resign,Black
TRUE,115,8+3,1196,1112,84,C41,4,Mate,White
TRUE,31,8+3,1081,1213,-132,B27,3,Mate,White
TRUE,32,10+2,1528,1192,336,B20,3,Mate,Black
TRUE,54,10+7,1199,1359,-160,C00,3,Mate,Black
FALSE,18,5+8,1829,1420,409,C41,5,Resign,White
FALSE,26,11+10,2212,1829,383,D11,6,Resign,Black
FALSE,11,30+0,1829,1544,285,C60,5,Resign,White
FALSE,96,15+10,1829,1641,188,C70,8,Resign,Black
