rated,turns,time_increment,white_rating,black_rating,opening_code,opening_moves,victory_status,winner
TRUE,120,15+0,1695,1679,D07,4,Mate,Black
TRUE,71,5+5,1700,1706,D00,2,Mate,White
TRUE,90,20+15,1716,1722,E76,9,Resign,Black
TRUE,29,20+0,1703,1771,D85,8,Resign,White
TRUE,87,20+3,1740,1713,D02,4,Mate,White
TRUE,52,12+8,1721,1702,E20,8,Resign,Black
TRUE,53,10+8,1692,1674,E20,8,Mate,White
TRUE,83,11+5,1683,1628,A40,2,Resign,White
TRUE,67,11+5,1639,1674,A00,1,Resign,Black
TRUE,94,20+0,1683,1734,A50,3,Mate,Black
TRUE,137,15+0,1647,1695,C70,8,Out of Time,White
TRUE,56,15+15,1582,1687,C50,9,Resign,Black
TRUE,35,15+9,1680,1577,C00,3,Resign,White
TRUE,84,10+0,1690,1700,A40,2,Mate,Black
TRUE,37,15+5,1744,1699,C55,8,Mate,White
TRUE,120,15+5,1708,1733,A52,7,Mate,Black
TRUE,77,20+0,1702,1719,A00,3,Mate,White
TRUE,91,15+12,1709,1722,E20,6,Mate,White
TRUE,81,15+6,1768,1717,C70,8,Out of Time,White
TRUE,114,10+10,1730,1660,D06,4,Mate,Black
TRUE,38,10+5,1746,1719,C20,4,Out of Time,Black
TRUE,106,10+3,1730,1694,B30,4,Mate,Black
TRUE,58,10+3,1704,1720,C55,6,Resign,Black
TRUE,111,15+5,1720,1720,C20,3,Mate,White
TRUE,59,15+0,1709,1725,C51,7,Resign,White
TRUE,46,15+0,1736,1697,C24,4,Mate,Black
TRUE,122,15+0,1696,1738,D31,5,Draw,Draw
TRUE,39,15+0,1728,1706,C42,5,Mate,White
TRUE,77,15+0,1694,1740,D31,5,Mate,White
TRUE,99,15+0,1730,1704,C24,4,Resign,White
TRUE,102,15+0,1714,1720,D31,5,Out of Time,Black
TRUE,112,15+0,1725,1694,A40,2,Mate,Black
TRUE,38,10+5,1735,1760,A40,2,Out of Time,Black
FALSE,96,8+0,2384,2199,B40,4,Out of Time,Black
TRUE,63,10+0,2212,2231,B20,3,Resign,White
TRUE,349,10+0,2194,2240,D30,13,Out of Time,White
TRUE,157,10+0,2162,2122,D31,7,Resign,White
TRUE,23,10+0,2426,2178,C50,9,Resign,White
TRUE,64,10+0,2196,2420,D35,10,Resign,Black
TRUE,46,10+0,2413,2219,E51,10,Resign,White
TRUE,67,10+0,2247,2405,D35,10,Resign,Black
FALSE,102,10+15,1559,1676,B50,4,Resign,Black
FALSE,48,10+5,1357,1676,B50,4,Resign,Black
TRUE,43,15+0,1658,1309,C40,4,Resign,White
FALSE,100,15+15,1658,1573,C07,7,Resign,Black
FALSE,130,5+8,1500,1658,B50,4,Draw,Draw
FALSE,65,15+0,1978,1658,D30,4,Resign,White
FALSE,3,5+5,1658,1240,C40,3,Out of Time,White
FALSE,41,15+0,1705,1658,B50,5,Draw,Draw
FALSE,36,15+0,1658,1500,C60,5,Resign,White
FALSE,82,15+0,1500,1658,B50,4,Out of Time,Black
FALSE,13,15+0,1658,1500,C41,4,Resign,White
FALSE,52,10+9,1403,1658,A00,1,Resign,Black
FALSE,39,10+9,1658,1403,B00,2,Mate,White
FALSE,71,10+0,1658,1531,C50,9,Resign,Black
TRUE,106,15+0,1512,1596,B23,3,Mate,Black
TRUE,90,15+0,1715,1660,C57,8,Resign,Black
TRUE,30,15+0,1345,1676,D00,4,Resign,Black
TRUE,111,10+0,1500,1503,C62,6,Mate,White
FALSE,32,15+0,1503,1500,B20,3,Resign,Black
TRUE,71,10+0,1875,1433,A00,2,Resign,White
FALSE,40,15+0,1523,1985,A11,2,Resign,Black
FALSE,97,30+10,1774,1863,B01,6,Resign,White
FALSE,117,30+10,1774,1250,C00,3,Draw,Draw
TRUE,62,8+1,1507,1770,C50,9,Resign,Black
FALSE,14,10+25,2621,1770,C57,11,Resign,White
FALSE,101,10+10,1770,1447,D02,4,Mate,White
FALSE,69,10+10,1770,1494,A04,2,Mate,White
FALSE,55,10+10,1770,1832,C50,9,Resign,White
FALSE,32,10+10,1770,1824,D02,4,Resign,Black
FALSE,3,10+10,1250,1770,B02,3,Resign,Black
FALSE,26,10+10,1076,1770,C24,5,Resign,Black
FALSE,17,10+10,1770,1625,C50,9,Resign,White
FALSE,47,10+10,1440,1770,C78,10,Mate,White
FALSE,85,10+10,1500,1770,B56,10,Mate,White
FALSE,72,15+5,1770,1950,A40,3,Resign,Black
TRUE,27,10+10,2273,2134,E97,14,Draw,Draw
FALSE,86,30+30,2452,1500,A08,4,Draw,Draw
FALSE,52,10+15,1500,2621,E60,5,Out of Time,Black
FALSE,97,15+15,1500,1500,A01,2,Draw,Draw
FALSE,52,10+5,1500,2209,A06,2,Resign,Black
FALSE,63,10+0,2522,1500,E20,6,Out of Time,White
FALSE,86,10+20,1500,2621,A01,2,Resign,Black
FALSE,143,5+15,2621,1500,E11,8,Resign,White
FALSE,76,150+0,1500,1500,A03,2,Mate,Black
FALSE,82,20+20,1907,1500,D44,8,Mate,Black
FALSE,50,5+5,2438,1907,D12,8,Out of Time,Black
TRUE,28,15+15,1868,1886,D15,7,Resign,Black
TRUE,135,15+15,1876,1648,D11,5,Mate,White
FALSE,105,20+20,1500,1876,D10,5,Resign,White
FALSE,33,10+0,1500,1876,C50,6,Resign,White
FALSE,11,10+0,1865,1562,B21,3,Resign,White
FALSE,80,5+20,1685,1562,A01,2,Draw,Draw
FALSE,51,10+5,1579,1562,B57,8,Resign,White
FALSE,54,15+0,1637,1562,B20,3,Resign,Black
FALSE,16,10+0,1562,1657,B40,6,Resign,Black
FALSE,17,15+0,1703,1562,C57,9,Resign,White
FALSE,74,25+5,2231,1562,C44,6,Mate,Black
FALSE,119,10+0,1949,1562,C24,7,Draw,Draw
FALSE,11,10+0,1562,1682,C50,6,Resign,Black
FALSE,127,13+3,1562,2207,C50,5,Draw,Draw
FALSE,51,13+3,2207,1562,C22,7,Resign,White
FALSE,42,13+3,1562,2207,A45,2,Resign,Black
FALSE,63,13+3,2207,1562,B06,6,Resign,White
FALSE,48,13+3,1562,2207,E00,1,Resign,Black
FALSE,28,13+3,2207,1562,B20,3,Resign,White
FALSE,56,13+3,1562,2207,A01,1,Resign,Black
FALSE,23,13+3,2207,1562,B20,3,Resign,White
FALSE,48,13+3,1562,2207,E00,1,Resign,Black
FALSE,57,13+3,2207,1562,B90,11,Resign,White
FALSE,44,5+5,1562,1934,E67,12,Resign,Black
FALSE,33,5+5,1934,1562,B90,11,Resign,White
FALSE,61,15+2,2210,1562,B06,6,Resign,White
FALSE,54,15+2,1562,2210,A01,2,Mate,Black
FALSE,15,10+10,1708,1562,C57,9,Resign,White
FALSE,16,10+10,1562,1708,A04,3,Resign,White
FALSE,57,8+0,1562,1784,E00,1,Resign,White
FALSE,105,15+2,1562,2210,A01,2,Resign,Black
FALSE,23,15+2,2210,1562,C47,9,Resign,White
FALSE,53,15+2,1562,2210,A01,2,Resign,Black
FALSE,25,15+2,2210,1562,C22,7,Resign,White
FALSE,22,15+0,1539,1562,C68,14,Resign,Black
FALSE,34,10+2,1562,2210,A04,3,Mate,Black
FALSE,36,10+2,2210,1562,C33,5,Resign,White
FALSE,86,10+2,1562,2210,A04,3,Resign,Black
FALSE,91,10+2,2210,1562,C46,5,Resign,White
FALSE,88,30+0,1710,1562,B86,11,Resign,Black
FALSE,38,15+0,1562,2314,A01,2,Resign,Black
FALSE,67,15+0,2291,1562,B00,5,Resign,White
FALSE,52,15+0,1562,2291,A01,2,Resign,Black
FALSE,29,15+0,2291,1562,C46,5,Resign,White
FALSE,62,15+0,1562,2291,A01,3,Resign,Black
TRUE,142,25+0,1634,1334,C24,4,Resign,Black
TRUE,23,10+5,1522,1486,C53,9,Resign,White
TRUE,128,10+0,1495,1495,A04,2,Resign,Black
TRUE,130,15+0,1473,1484,B07,5,Out of Time,Black
FALSE,119,8+3,1484,1500,D02,4,Out of Time,White
FALSE,49,8+3,1484,1500,A00,1,Mate,White
TRUE,129,10+0,1408,1487,C02,7,Draw,Draw
TRUE,69,10+0,1469,1498,A00,1,Mate,White
TRUE,67,10+0,1486,1538,D00,3,Mate,White
FALSE,35,5+8,1618,1486,A45,2,Resign,White
FALSE,49,8+3,1500,1486,C40,4,Mate,White
TRUE,107,10+2,1373,1489,B54,6,Draw,Draw
TRUE,14,10+8,1509,1478,B50,4,Resign,Black
TRUE,38,10+0,1468,1489,D31,6,Resign,Black
TRUE,29,10+0,1479,1478,B32,6,Resign,White
TRUE,128,10+0,1470,1468,D31,5,Mate,Black
TRUE,52,10+0,1478,1468,C00,3,Mate,Black
TRUE,36,10+0,1457,1490,D00,3,Resign,White
TRUE,63,10+0,1480,1467,C55,6,Resign,White
TRUE,137,10+0,1479,1497,B01,4,Resign,White
TRUE,54,10+0,1487,1599,C45,8,Resign,Black
TRUE,32,10+0,1496,1532,C45,10,Resign,Black
TRUE,55,10+0,1500,1504,A06,3,Resign,White
TRUE,90,10+0,1512,1581,C45,8,Mate,Black
TRUE,53,10+0,1571,1521,C41,8,Resign,White
TRUE,64,10+0,1506,1511,A00,1,Mate,Black
TRUE,37,10+0,1504,1522,D02,4,Resign,White
TRUE,45,10+0,1594,1530,D00,3,Resign,White
TRUE,92,10+0,1540,1558,B50,4,Mate,Black
TRUE,66,10+0,1440,1532,D30,4,Out of Time,Black
TRUE,22,10+0,1655,1540,C41,5,Resign,White
TRUE,81,10+0,1528,1574,B01,6,Out of Time,White
TRUE,155,10+0,1528,1530,C24,4,Draw,Draw
TRUE,51,10+0,1519,1539,C41,6,Mate,White
TRUE,68,10+0,1550,1556,C41,5,Resign,Black
TRUE,64,10+0,1509,1550,B01,4,Resign,White
TRUE,48,10+0,1561,1553,C40,3,Resign,Black
TRUE,72,10+0,1571,1574,B10,2,Resign,Black
TRUE,107,10+0,1561,1570,C00,3,Resign,White
TRUE,65,10+0,1559,1572,A00,1,Mate,White
TRUE,104,10+0,1560,1578,C00,3,Resign,White
TRUE,66,10+0,1571,1564,C44,5,Resign,Black
TRUE,127,10+0,1552,1583,A00,1,Resign,White
TRUE,88,10+0,1595,1536,C50,6,Resign,Black
TRUE,42,10+0,1603,1584,D00,3,Resign,Black
TRUE,51,10+0,1583,1604,B40,4,Draw,Draw
TRUE,95,10+0,1594,1594,C41,7,Resign,White
TRUE,59,10+0,1583,1584,B40,4,Mate,White
FALSE,51,10+0,1500,1651,C65,6,Resign,White
FALSE,46,5+8,1749,2119,B12,5,Resign,Black
FALSE,21,5+8,2119,1991,C45,7,Out of Time,White
FALSE,58,5+8,1349,2119,D12,8,Out of Time,Black
TRUE,38,10+0,846,2119,A04,2,Out of Time,Black
TRUE,72,10+0,2147,2113,C10,6,Mate,Black
TRUE,68,10+0,2044,2156,D56,14,Draw,Draw
TRUE,132,10+0,2192,2103,B54,6,Mate,Black
TRUE,22,10+0,2178,1955,A05,4,Resign,White
TRUE,56,10+0,1928,2164,E32,7,Resign,Black
TRUE,85,15+15,2203,2040,E15,8,Mate,White
TRUE,44,15+15,1833,2193,E24,9,Resign,Black
TRUE,80,15+15,1980,2173,D45,11,Out of Time,Black
TRUE,43,15+15,2147,2008,D87,16,Resign,White
TRUE,98,15+15,2104,2098,B19,15,Mate,Black
TRUE,43,15+15,2029,2117,C48,7,Mate,White
TRUE,57,15+15,2120,2010,D43,8,Draw,Draw
TRUE,70,15+15,1706,1983,D02,5,Mate,Black
TRUE,49,15+15,1906,1928,C45,7,Resign,White
TRUE,107,15+15,1833,1719,A09,4,Resign,White
TRUE,52,15+15,1728,1662,B12,5,Mate,Black
TRUE,39,15+15,1500,1500,D45,10,Resign,White
FALSE,79,20+10,2438,1658,B41,9,Draw,Draw
FALSE,2,20+15,2411,1658,B20,2,Resign,White
TRUE,49,15+3,1792,1665,D04,5,Resign,White
TRUE,113,12+0,1731,1675,B22,3,Resign,White
TRUE,143,10+0,1663,1675,B23,5,Out of Time,White
TRUE,100,15+8,1671,1771,B10,5,Resign,Black
FALSE,166,30+0,1755,1671,A45,3,Mate,Black
FALSE,88,15+7,1671,1994,C42,5,Resign,Black
TRUE,54,20+0,1548,1663,B43,10,Resign,Black
FALSE,116,20+0,1353,1663,C24,4,Mate,Black
TRUE,64,8+5,1348,1660,C24,4,Resign,Black
FALSE,65,30+0,1755,1660,D00,2,Resign,White
FALSE,54,30+0,1660,1755,B11,8,Resign,Black
FALSE,29,30+0,1755,1660,D00,2,Resign,White
TRUE,51,15+8,1643,1840,B10,5,Out of Time,White
TRUE,125,15+1,1630,1705,C41,8,Mate,White
TRUE,59,5+8,1942,1633,D11,7,Resign,White
FALSE,72,20+10,1633,1500,C69,9,Resign,Black
TRUE,45,5+7,1614,1911,B01,8,Resign,White
FALSE,66,5+8,1788,1614,C02,11,Resign,Black
FALSE,101,20+0,1665,1614,A45,3,Mate,White
FALSE,1,10+25,2621,1614,A40,1,Resign,White
TRUE,63,10+5,1647,1624,D02,5,Resign,White
TRUE,92,20+0,1649,1624,A45,3,Draw,Draw
FALSE,108,8+6,1938,1736,C92,17,Draw,Draw
FALSE,28,15+10,1264,1736,D02,5,Resign,Black
TRUE,14,10+0,1737,1725,C45,7,Resign,Black
TRUE,40,20+5,1715,1711,B33,8,Resign,White
FALSE,4,15+10,1715,1263,B27,4,Resign,White
FALSE,161,15+10,1263,1715,D02,4,Draw,Draw
FALSE,21,7+7,1715,1263,C10,6,Mate,White
FALSE,37,10+2,1715,1500,B27,4,Mate,White
TRUE,38,10+0,2020,1846,C21,6,Resign,Black
TRUE,75,10+0,2148,2028,E98,17,Resign,White
TRUE,108,10+0,2022,2016,E61,6,Mate,Black
TRUE,41,10+0,2014,1536,B01,6,Resign,White
TRUE,80,10+0,2027,1993,B30,4,Out of Time,Black
TRUE,65,10+0,1875,2045,B23,3,Resign,White
TRUE,33,10+0,2041,1740,B50,4,Resign,White
TRUE,53,10+0,1741,2062,B50,4,Resign,White
TRUE,84,10+0,2083,1762,B30,4,Mate,Black
TRUE,49,10+0,2082,1517,C21,9,Resign,White
TRUE,20,10+0,1369,2082,A48,5,Resign,Black
TRUE,62,10+0,1243,2082,B20,3,Resign,Black
TRUE,51,10+0,2080,2093,B92,16,Resign,White
TRUE,53,20+15,2087,1909,C23,4,Resign,White
TRUE,33,20+15,2081,1906,B40,4,Resign,White
TRUE,92,15+15,1906,2075,B20,3,Resign,Black
TRUE,27,15+15,2068,1912,C55,6,Mate,White
TRUE,31,15+10,1966,2083,B21,10,Resign,White
TRUE,63,10+10,1948,2087,E61,9,Draw,Draw
TRUE,89,15+10,2104,1903,B00,2,Resign,Black
TRUE,70,25+25,1903,2099,A45,3,Resign,Black
TRUE,72,25+20,2016,2113,B21,5,Resign,White
TRUE,72,25+20,2105,1989,C53,9,Resign,White
TRUE,64,25+25,2108,2028,B00,5,Draw,Draw
TRUE,41,25+25,2014,2122,B86,11,Resign,White
TRUE,58,25+25,2115,1999,B23,5,Resign,White
TRUE,70,25+25,2130,1999,B00,2,Resign,Black
TRUE,33,25+25,2000,2146,B20,3,Resign,White
TRUE,41,25+25,2138,2027,B13,5,Resign,White
TRUE,33,25+25,2234,2146,B93,11,Resign,White
TRUE,50,25+25,2059,2137,B52,6,Resign,Black
TRUE,104,25+25,1982,2131,A00,1,Mate,Black
TRUE,51,25+25,2025,2146,B06,5,Resign,White
TRUE,37,25+25,1988,2139,B22,3,Resign,Black
TRUE,48,25+25,1994,2132,E90,11,Resign,Black
TRUE,118,25+25,2250,2116,B50,5,Resign,Black
TRUE,116,10+0,2135,1784,C53,9,Out of Time,Black
TRUE,96,10+0,1833,2131,B50,4,Resign,Black
TRUE,53,25+25,2116,2229,B84,14,Resign,White
TRUE,45,25+25,2002,2108,B52,6,Resign,Black
TRUE,51,25+25,2096,2120,C53,9,Resign,White
TRUE,25,10+0,2097,2108,E24,9,Resign,White
TRUE,82,10+0,2121,2086,B13,5,Resign,Black
TRUE,68,10+0,1659,2119,B50,4,Mate,Black
TRUE,37,10+0,2114,1867,C55,7,Resign,White
TRUE,73,10+0,2113,1578,B00,2,Mate,White
TRUE,64,10+0,1742,2111,B86,11,Mate,Black
TRUE,79,10+0,2101,2043,B13,5,Mate,White
TRUE,83,10+0,2097,1826,C41,7,Mate,White
TRUE,54,10+0,2049,2088,B94,11,Resign,Black
FALSE,2,45+0,1500,1233,B20,2,Resign,White
FALSE,25,5+14,1233,1664,C45,7,Resign,Black
FALSE,22,10+5,1902,1233,B23,3,Resign,White
TRUE,73,10+0,1474,1621,B20,3,Mate,White
TRUE,71,30+5,1613,1506,C44,5,Resign,White
FALSE,72,10+10,2621,1613,C43,8,Resign,Black
TRUE,173,10+0,1449,1629,B70,10,Mate,White
TRUE,67,10+0,1619,1614,C41,7,Resign,White
TRUE,57,15+10,1611,1501,C44,7,Out of Time,White
TRUE,154,15+10,1510,1603,B72,11,Mate,Black
TRUE,99,10+0,1881,1607,B70,10,Mate,White
TRUE,87,10+0,1602,1607,B20,3,Draw,Draw
TRUE,24,8+0,1500,1610,B72,11,Draw,Draw
TRUE,103,10+0,1606,1557,B01,4,Mate,White
TRUE,38,10+0,1553,1607,B50,4,Draw,Draw
TRUE,92,10+0,1620,1564,C40,4,Mate,Black
FALSE,85,10+25,2621,1600,B78,20,Mate,White
TRUE,64,10+0,1610,1635,B95,12,Mate,Black
TRUE,149,10+0,1644,1621,A00,1,Mate,White
TRUE,106,10+0,1634,1573,B13,5,Mate,Black
TRUE,77,10+0,1635,1599,C41,5,Draw,Draw
TRUE,48,10+0,1695,1645,B21,3,Mate,Black
TRUE,23,10+0,1553,1687,C41,8,Resign,Black
TRUE,89,10+0,1694,1536,C26,5,Out of Time,White
TRUE,51,10+0,1699,1706,D06,4,Mate,White
TRUE,76,10+0,1715,1796,C26,5,Resign,Black
TRUE,56,10+0,1611,1706,A06,3,Resign,Black
TRUE,60,10+0,1718,1727,B11,4,Mate,Black
TRUE,62,10+0,1713,1706,D02,5,Resign,Black
TRUE,43,10+0,1559,1462,D02,4,Mate,White
TRUE,37,10+0,1355,2052,C00,3,Resign,White
TRUE,49,15+0,1251,1500,C65,7,Mate,White
FALSE,54,15+0,1500,1251,C57,8,Mate,Black
TRUE,39,10+0,1401,1354,B03,5,Resign,White
TRUE,114,10+0,1500,1566,C68,9,Mate,Black
TRUE,173,10+0,1827,1941,A01,4,Out of Time,White
TRUE,76,10+0,1944,1823,B12,5,Draw,Draw
TRUE,118,10+0,1828,1937,A01,5,Resign,Black
TRUE,126,10+0,1917,1828,B18,11,Draw,Draw
TRUE,20,10+0,1840,1805,A01,5,Resign,Black
TRUE,53,10+0,1872,1849,B10,2,Resign,White
TRUE,63,10+0,1836,1942,A01,2,Mate,White
TRUE,28,10+0,1934,1844,D06,4,Resign,White
TRUE,59,10+0,1855,1823,A01,2,Resign,Black
TRUE,49,10+0,1843,1893,A01,3,Resign,White
TRUE,57,10+0,1832,1808,A01,1,Mate,White
TRUE,50,10+0,1896,1819,B00,3,Resign,Black
TRUE,55,10+0,1817,1838,A01,5,Mate,White
TRUE,106,10+0,1825,1914,A01,2,Mate,Black
TRUE,104,10+0,1904,1812,B11,6,Mate,Black
TRUE,93,10+0,1838,1822,B18,8,Resign,White
TRUE,62,10+0,1892,1809,B12,7,Resign,Black
TRUE,10,10+0,1817,1920,A01,5,Resign,Black
TRUE,95,10+0,1985,1823,B10,2,Out of Time,White
TRUE,137,10+0,1902,1831,B12,7,Resign,White
TRUE,24,10+0,1840,1893,A01,5,Resign,Black
TRUE,117,10+0,1830,1803,A01,1,Resign,White
TRUE,85,10+0,1820,1808,A01,3,Out of Time,White
TRUE,86,10+0,1819,1810,B12,5,Resign,Black
TRUE,60,10+0,1821,1799,B10,2,Resign,Black
TRUE,137,10+0,1787,1809,A01,1,Out of Time,White
TRUE,105,10+0,1781,1798,B13,5,Out of Time,White
TRUE,60,10+0,1810,1762,A01,5,Resign,Black
TRUE,108,10+0,1763,1811,B12,7,Draw,Draw
FALSE,118,15+0,1748,2084,C41,5,Resign,Black
FALSE,61,15+0,1748,1818,B13,5,Resign,White
FALSE,129,15+0,1748,1818,B13,5,Draw,Draw
FALSE,135,15+0,1732,1748,A00,1,Out of Time,White
TRUE,151,15+0,1712,1797,B07,5,Resign,White
TRUE,170,15+0,1746,1674,C44,4,Resign,Black
TRUE,46,15+0,1705,1737,C41,7,Resign,Black
TRUE,164,15+0,1817,1693,A45,2,Draw,Draw
TRUE,93,15+0,1652,1648,C55,6,Resign,White
TRUE,8,15+0,1561,1556,C50,6,Resign,Black
TRUE,35,15+0,1594,1734,C50,8,Resign,Black
TRUE,117,15+0,1562,1736,C00,3,Draw,Draw
TRUE,13,15+0,1729,1620,A00,1,Resign,White
TRUE,28,15+0,1699,1788,B13,5,Resign,Black
TRUE,29,15+0,1777,1887,C55,7,Resign,White
TRUE,179,15+0,1500,1801,C23,3,Mate,White
TRUE,52,10+0,2169,2166,A04,2,Resign,Black
TRUE,82,10+0,2166,2153,B00,4,Resign,Black
TRUE,85,10+0,2150,1784,B20,3,Resign,White
TRUE,64,10+0,2156,2137,C01,4,Resign,Black
TRUE,35,10+0,2125,2072,D00,4,Resign,White
TRUE,54,10+0,2211,2109,B06,7,Resign,Black
TRUE,49,10+0,2106,1725,A03,2,Resign,White
TRUE,129,10+0,2113,2120,D00,2,Mate,White
TRUE,29,10+0,2100,2276,E10,12,Resign,White
TRUE,67,10+0,2095,1831,A57,9,Resign,White
TRUE,64,10+0,1982,2085,C53,9,Resign,Black
TRUE,120,10+0,1868,2079,D34,16,Resign,Black
TRUE,43,10+0,2077,1509,D10,6,Mate,White
TRUE,30,10+0,1573,2076,B07,6,Resign,Black
FALSE,136,7+2,1458,1407,E73,12,Resign,Black
TRUE,73,10+2,1357,1500,A35,6,Draw,Draw
TRUE,40,9+2,1500,1576,A22,4,Out of Time,Black
TRUE,44,8+0,1918,1888,D10,5,Resign,Black
TRUE,117,8+0,1874,1951,C11,13,Resign,White
TRUE,38,8+0,1990,1859,D43,8,Resign,Black
TRUE,51,8+0,1841,2036,C11,13,Mate,White
TRUE,81,8+3,2465,2041,E15,10,Out of Time,White
TRUE,64,15+15,2079,2032,E20,8,Resign,Black
TRUE,139,10+0,1990,2119,C00,5,Resign,White
TRUE,83,8+0,2125,2115,C00,3,Resign,White
TRUE,46,5+5,2163,2198,E32,7,Resign,Black
TRUE,74,15+2,2240,2074,C05,12,Resign,Black
TRUE,90,5+5,2111,2299,E97,14,Mate,Black
TRUE,62,8+0,2082,1796,D31,6,Resign,White
TRUE,32,5+8,2049,1960,C00,5,Resign,Black
TRUE,70,15+0,1738,1500,C02,9,Mate,Black
FALSE,68,10+3,1500,1500,E32,7,Out of Time,Black
FALSE,94,10+3,1500,1500,C00,3,Resign,Black
FALSE,103,10+3,1500,1500,E32,12,Draw,Draw
TRUE,17,11+0,1564,1500,C46,5,Mate,White
TRUE,39,7+2,1569,1772,C46,6,Resign,Black
TRUE,138,10+0,1539,1559,D20,5,Out of Time,Black
TRUE,65,10+0,1693,1661,B06,4,Resign,White
TRUE,69,10+0,1679,1785,D01,4,Mate,White
TRUE,116,10+0,1799,1665,C00,3,Out of Time,Black
TRUE,75,10+0,1636,1677,D00,3,Mate,White
TRUE,57,10+0,1686,1723,A40,2,Resign,Black
TRUE,49,10+0,1713,1696,B01,2,Resign,White
TRUE,78,10+0,1707,1702,E80,9,Mate,Black
FALSE,12,10+0,1288,1674,B20,2,Resign,White
FALSE,38,10+0,1674,1748,A04,2,Resign,Black
FALSE,67,10+0,2340,1874,B06,4,Resign,White
FALSE,55,10+0,1874,2103,C42,9,Resign,White
TRUE,70,15+0,1901,1861,B06,4,Resign,Black
FALSE,43,15+0,2065,1861,B06,4,Resign,White
TRUE,59,10+0,1852,1781,A40,2,Resign,White
FALSE,47,10+15,1852,1758,D00,3,Resign,White
FALSE,10,10+15,1758,1852,A84,3,Resign,Black
TRUE,103,8+0,1572,1680,B20,3,Out of Time,White
TRUE,53,10+0,1672,1574,B01,4,Resign,White
TRUE,63,8+0,1661,1630,C00,4,Out of Time,White
TRUE,38,10+0,1500,1654,B50,4,Resign,Black
TRUE,28,15+15,1160,1166,C50,5,Resign,Black
TRUE,35,15+15,1174,1385,D06,4,Resign,Black
TRUE,115,10+0,1154,1195,C44,5,Mate,White
FALSE,51,10+25,2344,2150,E20,8,Resign,White
FALSE,49,40+40,2150,2501,E30,7,Draw,Draw
FALSE,64,10+5,2401,2150,B33,17,Resign,Black
FALSE,57,10+15,2150,2406,E70,7,Draw,Draw
FALSE,38,20+20,1500,2150,B56,10,Draw,Draw
FALSE,69,5+40,2447,2150,E10,6,Resign,White
FALSE,40,10+15,2621,2150,C43,7,Resign,Black
FALSE,137,5+10,1500,2150,C50,8,Draw,Draw
FALSE,82,15+0,2216,2150,B33,17,Resign,Black
FALSE,40,5+5,2216,2150,A45,2,Resign,Black
FALSE,58,10+10,2621,2150,A06,3,Out of Time,Black
FALSE,59,10+15,2406,2150,A70,13,Resign,White
TRUE,69,30+15,2398,2139,C53,9,Draw,Draw
FALSE,48,10+0,1384,2139,C77,9,Mate,Black
FALSE,69,10+0,2139,1384,D50,7,Mate,White
FALSE,42,10+15,2621,2139,C59,16,Resign,Black
TRUE,27,10+0,2046,1929,B01,10,Resign,Black
TRUE,115,15+0,1594,1525,B01,4,Mate,White
TRUE,42,4+10,1475,1586,C22,7,Out of Time,Black
TRUE,73,4+10,1577,1484,C41,5,Resign,White
FALSE,1,15+30,2403,1746,B00,1,Out of Time,White
FALSE,5,30+30,2454,1746,C00,3,Out of Time,White
TRUE,2,20+0,1586,1333,D00,2,Resign,Black
TRUE,53,10+0,1639,1596,E00,4,Resign,White
TRUE,57,10+0,1598,1940,B22,3,Resign,Black
FALSE,39,12+13,2061,1598,D07,5,Mate,White
TRUE,50,10+0,1612,1529,C65,6,Resign,Black
TRUE,55,10+0,1698,1621,C45,10,Resign,White
TRUE,35,10+0,1619,1188,B01,4,Mate,White
TRUE,104,10+0,1599,1608,C40,4,Resign,Black
FALSE,83,10+25,1608,2621,B22,3,Out of Time,White
TRUE,131,8+0,2145,2251,A13,2,Draw,Draw
TRUE,120,10+0,2039,2102,A22,5,Resign,Black
TRUE,47,10+0,2092,2048,B33,10,Resign,White
TRUE,48,10+0,2109,1966,B70,11,Resign,Black
TRUE,52,10+0,1866,2104,C55,9,Resign,Black
TRUE,83,10+0,2117,2087,B01,4,Resign,Black
TRUE,107,10+0,2113,1838,C42,5,Resign,White
TRUE,39,10+0,2104,1980,C06,15,Mate,White
TRUE,64,10+0,1988,2095,C45,8,Resign,Black
TRUE,42,10+0,1872,2089,C50,8,Mate,Black
TRUE,145,10+0,2083,1876,C00,4,Resign,White
TRUE,48,10+0,1775,2079,C21,6,Resign,Black
TRUE,43,10+0,2077,1694,B01,4,Resign,White
TRUE,62,10+0,1628,2075,C55,9,Resign,Black
TRUE,32,10+0,2244,2082,D00,3,Resign,White
TRUE,83,10+0,2080,1639,C62,6,Mate,White
TRUE,70,10+0,2100,1827,C40,9,Resign,Black
TRUE,58,10+0,1702,2098,C50,8,Resign,Black
TRUE,52,10+0,2111,2084,C70,8,Resign,Black
TRUE,182,10+0,1746,2108,C50,9,Mate,Black
TRUE,56,10+0,1527,2108,A00,1,Mate,Black
TRUE,48,10+0,2126,1906,B21,5,Resign,Black
TRUE,54,10+0,1917,2121,C33,5,Resign,Black
TRUE,66,30+30,1687,2119,D51,10,Resign,Black
TRUE,64,10+2,1170,1662,B01,2,Mate,Black
TRUE,51,5+5,1261,1237,A00,1,Resign,White
TRUE,71,10+5,1100,1306,A04,3,Mate,White
FALSE,49,10+5,1590,1100,C41,7,Mate,White
FALSE,34,10+5,1100,1590,A06,3,Mate,Black
